날짜,avg_moo,avgY_moo,avg_baechoo,avgY_baechoo,avg_apple,avgY_apple,avg_scallion,avgY_scallion,avg_pear,avgY_pear,현재일기,현재기온,이슬점온도,체감온도,강수량,습도,풍향,풍속,해면기압,태풍
2019-02-20,1372,1636,2386,2968,24425,21695,2544,3433,39034,30291,-,9.0,-2.6,6.0,0.0,44.0,북서,20.9,1023.0,x
2019-02-21,1293,1632,2367,2962,24206,21643,2473,3409,38662,30494,-,11.5,0.0,11.2,0.0,45.0,남남서,6.1,1024.9,x
2019-02-22,1299,1631,2343,2955,24206,21579,2390,3374,38275,30586,구름많음,13.5,0.8,13.5,0.0,42.0,남서,4.3,1018.8,x
2019-02-25,1318,1634,2322,2927,24324,21373,2376,3301,38662,30886,-,16.2,-4.9,15.8,0.0,23.0,서,12.6,1018.2,x
2019-02-26,1316,1639,2322,2989,24324,21220,2353,3298,38759,30965,-,11.4,-14.3,9.7,0.0,15.0,서남서,14.4,1022.6,x
2019-02-27,1326,1644,2327,3035,24581,21369,2352,3287,38759,31049,-,12.9,2.7,11.6,0.0,50.0,남동,14.4,1020.3,x
2019-02-28,1354,1647,2304,3041,24003,21409,2275,3275,38693,31190,맑음,13.6,-4.6,13.6,0.0,28.0,북,4.3,1016.4,x
2019-03-04,1346,1666,2347,3235,23606,20921,2358,3282,38299,31490,-,17.8,0.0,17.8,0.0,30.0,남서,7.2,1011.9,x
2019-03-05,1350,1669,2313,3249,23606,20879,2352,3281,37958,31615,-,16.6,0.6,16.5,0.0,34.0,남남서,9.7,1020.0,x
2019-03-06,1344,1674,2313,3249,23606,20760,2352,3280,38051,31482,-,10.4,7.8,9.5,1.7,84.0,서북서,7.9,1014.4,x
2019-03-07,1349,1677,2308,3255,24658,20841,2260,3295,39038,31505,-,12.5,0.8,12.5,0.0,45.0,남서,4.3,1018.4,x
2019-03-08,1339,1676,2300,3220,24658,20790,2241,3299,39038,31557,-,15.4,4.4,14.4,0.0,48.0,남,16.9,1024.2,x
2019-03-11,1339,1673,2276,3211,24658,20526,2336,3274,38672,31543,-,14.7,4.3,13.8,0.0,50.0,남남동,13.7,1008.2,x
2019-03-12,1342,1673,2263,3219,24454,20418,2342,3255,38642,31497,-,14.0,0.5,12.4,0.0,40.0,서남서,20.2,1009.8,x
2019-03-13,1346,1671,2263,3273,24454,20342,2326,3218,38721,31441,-,9.5,-6.0,5.7,0.0,33.0,서북서,33.5,1018.9,x
2019-03-14,1345,1671,2245,3194,24143,20424,2188,3185,38593,31525,-,12.5,-11.9,11.4,0.0,17.0,서,11.9,1022.9,x
2019-03-15,1339,1665,2230,3183,24575,20441,2165,3153,38543,31525,-,12.9,0.6,12.5,0.0,43.0,서북서,7.6,1017.2,x
2019-03-18,1327,1674,2233,3283,24575,20273,2182,3094,38606,31278,-,14.4,0.2,13.5,0.0,38.0,서,13.7,1019.5,x
2019-03-19,1327,1674,2245,3290,24575,20398,2187,3088,38941,31070,-,21.7,1.3,21.7,0.0,26.0,북서,15.1,1014.8,x
2019-03-20,1327,1669,2245,3295,24575,20411,2185,3086,39120,30936,-,15.7,12.2,15.4,0.0,80.0,남동,10.4,1014.2,x
2019-03-21,1282,1653,2245,3221,24664,20465,2167,3082,39003,30786,-,21.3,9.5,21.3,5.1,47.0,북서,16.9,1003.8,x
2019-03-22,1272,1645,2228,3224,24695,20533,2161,3058,38918,30736,-,14.1,-2.3,12.8,0.0,32.0,서북서,16.9,1015.7,x
2019-03-25,1270,1638,2228,3232,24695,20626,2129,2976,38830,31126,-,14.4,0.2,14.2,0.0,38.0,남남서,7.9,1017.6,x
2019-03-26,1252,1636,2205,3238,24695,20568,2104,2960,38615,31254,-,20.1,-1.7,20.1,0.0,23.0,북서,17.3,1016.7,x
2019-03-27,1246,1635,2170,3196,24695,20478,2112,2953,38766,31346,-,19.0,0.0,18.7,0.0,28.0,서남서,20.9,1014.2,x
2019-03-28,1330,1634,2180,3179,25068,20430,1946,2949,38925,31415,-,16.5,8.4,15.8,0.0,59.0,남남동,16.2,1013.2,x
2019-03-29,1320,1633,2198,3186,25068,20358,1938,2944,38785,31283,-,17.3,10.1,16.6,0.0,63.0,남남동,19.1,1012.4,x
2019-04-02,1333,1641,2201,3315,24865,20025,1975,2894,39070,30675,-,13.8,-6.4,57.0,0.0,24.0,북북서,12.6,1021.1,x
2019-04-03,1337,1642,2201,3331,24865,20006,1966,2875,39279,30530,-,15.5,-9.4,59.0,0.0,17.0,북서,11.9,1022.3,x
2019-04-04,1328,1642,2231,3317,24440,19979,1925,2859,38960,30339,-,20.9,-3.6,64.0,0.0,19.0,서,9.7,1016.6,x
2019-04-05,1329,1642,2246,3239,24440,19875,1883,2842,38753,30337,-,21.4,3.5,66.0,0.0,31.0,서북서,24.8,1007.2,x
2019-04-08,1323,1653,2269,3329,24238,19571,1864,2805,38503,30399,-,21.8,-0.2,66.0,0.0,23.0,북서,16.6,1012.6,x
2019-04-09,1318,1658,2282,3327,24386,19568,1864,2801,38601,30249,-,14.4,1.9,58.0,0.0,43.0,남동,24.1,1017.8,x
2019-04-10,1315,1662,2312,3341,24429,19486,1868,2792,38601,30229,-,11.2,6.3,53.0,6.6,72.0,북서,12.6,1009.5,x
2019-04-11,1330,1675,2299,3369,24222,19545,2003,2788,38905,30204,-,13.2,5.3,56.0,0.0,59.0,남,10.1,1015.3,x
2019-04-12,1337,1693,2274,3361,24222,19656,2029,2780,38905,30227,-,17.7,0.3,62.0,3.1,31.0,서,12.6,1017.6,x
2019-04-15,1342,1716,2284,3275,24339,19818,1998,2741,38708,30315,-,20.5,-2.6,64.0,0.0,21.0,서북서,15.1,1017.8,x
2019-04-16,1342,1727,2276,3274,24339,19846,1984,2731,38905,30371,-,22.5,2.5,67.0,0.0,27.0,남남동,16.9,1017.0,x
2019-04-17,1348,1733,2276,3331,24339,19887,1988,2723,38905,30286,-,24.4,5.1,69.0,0.0,29.0,남서,9.7,1011.6,x
2019-04-18,1357,1732,2276,3319,25095,20059,1984,2706,38603,30285,-,22.5,7.8,68.0,0.0,39.0,서남서,15.8,1011.4,x
2019-04-19,1364,1736,2276,3273,25095,20070,1988,2687,38283,30315,-,15.6,7.6,60.0,0.0,59.0,동북동,4.7,1018.9,x
2019-04-22,1351,1758,2280,3428,25338,19945,2022,2610,38658,30113,-,24.1,12.0,70.0,0.0,47.0,남동,20.5,1015.9,x
2019-04-23,1348,1765,2280,3517,25095,19924,1983,2601,38685,30212,-,17.8,13.3,63.0,0.3,75.0,남동,5.4,1015.6,x
2019-04-24,1345,1766,2296,3513,25026,19974,1983,2590,38685,30270,-,21.4,18.5,69.0,6.6,84.0,서북서,4.3,1005.8,x
2019-04-25,1295,1771,2288,3491,25026,20029,1945,2580,38888,30287,-,16.9,8.3,61.0,0.9,57.0,북서,2.9,1009.2,x
2019-04-26,1286,1773,2288,3454,24952,20035,1942,2568,38853,30324,-,11.8,9.6,54.0,2.9,87.0,북북서,4.7,1012.2,x
2019-04-29,1313,1761,2311,3475,24952,20062,1999,2523,38853,30208,-,12.3,11.5,54.0,9.5,95.0,북서,9.0,1013.4,x
2019-04-30,1338,1762,2311,3545,24952,20091,1999,2520,39038,30273,-,18.7,13.1,64.0,0.0,70.0,남동,2.9,1008.8,x
2019-05-02,1482,1760,2324,3548,24935,20102,1815,2520,39020,30511,-,20.9,12.8,67.0,0.0,60.0,남남동,20.5,1011.8,x
2019-05-03,1517,1767,2316,3568,24935,20160,1803,2528,39020,30586,-,24.8,7.4,70.0,0.0,33.0,남남동,14.4,1016.8,x
2019-05-07,1504,1775,2357,3133,24902,20179,1800,2588,39395,30842,-,21.8,2.4,66.0,0.0,28.0,서북서,13.0,1015.6,x
2019-05-08,1528,1785,2425,3070,25068,20193,1785,2622,39647,31014,-,23.8,1.9,68.0,0.0,24.0,서남서,11.5,1011.5,x
2019-05-09,1549,1755,2425,2932,24776,20196,1850,2648,40011,31143,-,26.4,3.5,70.0,0.0,23.0,북서,6.8,1008.7,x
2019-05-10,1561,1727,2425,2942,24689,20452,1875,2661,39970,31036,-,25.4,6.0,70.0,0.0,29.0,남남동,15.5,1012.5,x
2019-05-13,1576,1741,2428,2875,24689,20547,1930,2710,39970,31102,-,24.8,13.9,72.0,0.0,51.0,남,12.6,1015.7,x
2019-05-14,1576,1783,2448,2832,24645,20325,1942,2723,40023,31069,-,25.8,17.1,74.0,0.0,59.0,남남동,21.2,1012.7,x
2019-05-15,1594,1735,2448,2854,24645,20315,1941,2735,40023,31148,-,27.2,13.5,74.0,0.0,43.0,남남서,14.0,1013.5,x
2019-05-16,1543,1973,2458,2836,25229,20329,2050,2734,40035,31176,-,29.5,14.8,76.0,0.0,41.0,남남서,12.2,1012.4,x
2019-05-17,1543,1935,2531,2721,24799,20341,2069,2726,39862,31127,-,24.7,13.8,71.0,0.0,51.0,남동,13.0,1013.2,x
2019-05-20,1536,1992,2620,2710,24799,20304,2070,2707,39862,31216,-,22.3,11.0,68.0,1.8,49.0,서북서,16.9,1003.9,x
2019-05-21,1639,1975,2265,2704,24799,20332,2099,2704,39862,31259,-,24.8,4.5,69.0,0.0,27.0,서북서,15.8,1006.1,x
2019-05-22,1672,2036,2272,2726,24236,20356,2104,2702,39862,31274,-,26.7,4.4,71.0,0.0,24.0,서남서,17.6,1006.9,x
2019-05-23,1682,2023,2249,2770,24549,20385,2194,2702,39862,31292,-,29.3,9.9,74.0,0.0,30.0,서북서,20.2,1007.9,x
2019-05-24,1653,1885,2282,2743,24549,20394,2247,2704,39862,31372,-,29.6,16.7,77.0,0.0,46.0,남동,13.3,1012.0,x
2019-05-27,1682,1933,2209,2753,24549,19978,2286,2715,39862,31421,-,19.9,18.7,67.0,71.2,93.0,남남서,21.6,1007.5,x
2019-05-28,1680,1937,2219,2591,24549,20059,2294,2720,39965,31386,-,23.7,7.7,69.0,0.0,36.0,서북서,12.6,1010.5,x
2019-05-29,1675,1932,2219,2685,24419,20136,2313,2742,39956,31522,-,29.3,8.3,74.0,0.0,27.0,서북서,11.5,1008.7,x
2019-05-30,1652,1880,2366,2643,24709,20481,2584,2743,39965,31709,-,28.7,10.8,74.0,0.0,33.0,남남서,10.1,1010.3,x
2019-05-31,1675,1853,2361,2597,24709,20552,2595,2743,40018,31664,-,22.0,12.5,68.0,0.5,55.0,남서,11.9,1010.6,x
2019-06-03,1636,1846,2375,2534,24893,20454,2646,2757,40202,31497,-,28.8,17.3,77.0,0.0,50.0,남남동,14.0,1007.8,x
2019-06-04,1621,1848,2385,2515,24893,20336,2681,2758,40202,31497,-,28.1,18.4,77.0,0.0,56.0,남남동,16.9,1008.9,x
2019-06-05,1551,1834,2413,2526,24893,20352,2666,2755,39815,31565,-,30.0,17.7,78.0,0.0,48.0,남,14.4,1012.5,x
2019-06-07,1560,1813,2477,2533,25177,20633,2690,2763,39973,31224,-,20.4,19.5,68.0,23.0,95.0,정온,0.7,1000.0,x
2019-06-10,1560,1811,2477,2522,25177,20488,2690,2765,39973,32200,-,24.0,13.5,71.0,0.0,52.0,서북서,4.7,1006.7,x
2019-06-11,1560,1819,2477,2522,25177,20283,2690,2767,39973,32215,-,24.2,15.4,72.0,0.0,58.0,남,11.5,1008.8,x
2019-06-12,1543,1820,2562,2525,25177,20313,2685,2760,40613,32308,-,24.9,16.0,72.0,0.0,58.0,남남동,13.3,1011.0,x
2019-06-13,1677,1812,2651,2532,25382,20361,2837,2751,41242,31774,-,27.5,16.4,75.0,0.0,51.0,남남동,9.4,1010.3,x
2019-06-14,1669,1785,2692,2492,25459,20495,2880,2734,41530,32246,-,20.4,17.2,68.0,0.1,82.0,북서,10.8,1005.6,x
2019-06-17,1666,1770,2722,2460,25459,20952,2948,2674,41993,32245,-,26.1,18.2,75.0,0.0,62.0,남남서,10.8,1012.1,x
2019-06-18,1670,1770,2774,2459,25297,20928,2945,2669,42213,32306,-,26.2,19.3,75.0,0.1,66.0,서북서,8.3,1010.5,x
2019-06-19,1669,1768,2824,2465,25297,20880,2912,2664,42213,32393,-,28.1,19.0,77.0,0.0,58.0,남,14.8,1006.2,x
2019-06-20,1658,1764,2891,2466,24734,20855,2825,2648,42279,32334,-,30.1,19.7,79.0,0.0,54.0,남남서,12.6,1006.4,x
2019-06-21,1658,1763,2887,2464,25003,21327,2810,2634,42279,32408,-,29.3,19.6,78.0,0.0,56.0,남남동,14.8,1004.2,x
2019-06-24,1658,1747,2913,2464,25212,21253,2818,2586,42565,32754,-,23.8,16.8,72.0,0.0,65.0,남남동,15.1,1014.0,x
2019-06-25,1658,1736,2901,2476,25420,21328,2807,2585,43131,32904,-,26.3,19.1,75.0,0.0,65.0,남,14.0,1015.6,x
2019-06-26,1661,1722,2906,2500,25420,21481,2802,2577,43279,32964,-,19.1,18.2,66.0,26.0,95.0,정온,1.4,1011.0,x
2019-06-27,1623,1716,2924,2524,25243,21488,2682,2563,43356,33118,-,25.3,23.3,76.0,25.5,89.0,남남동,5.8,1000.4,x
2019-06-28,1622,1698,2999,2545,25425,21392,2671,2556,43470,32596,-,25.9,20.6,76.0,0.0,73.0,남동,11.2,1003.5,x
2019-07-02,1625,1712,3038,2579,25387,21278,2656,2546,43763,32736,-,29.5,21.1,79.0,0.0,61.0,남남서,9.7,1008.6,x
2019-07-03,1625,1721,3027,2581,25387,21339,2635,2549,44066,32777,-,26.1,21.3,76.0,0.0,75.0,남동,9.0,1007.6,x
2019-07-04,1609,1728,3077,2613,24881,21357,2410,2549,44026,32783,-,29.1,20.5,79.0,0.0,60.0,남남동,16.9,1006.0,x
2019-07-05,1609,1733,3062,2641,25030,21724,2365,2549,43895,32890,-,30.0,21.3,80.0,0.0,60.0,남남동,11.2,1003.2,x
2019-07-08,1623,1755,3060,2706,25099,21848,2476,2547,43584,33511,-,28.5,18.5,77.0,0.1,55.0,동남동,8.6,1006.4,x
2019-07-09,1623,1762,3056,2725,25670,21887,2469,2551,43692,33395,-,24.5,18.1,73.0,0.0,68.0,동,4.7,1006.8,x
2019-07-10,1628,1761,3075,2753,25670,21972,2465,2548,43888,33514,-,22.5,20.0,71.0,0.2,86.0,서북서,7.6,1005.9,x
2019-07-11,1630,1756,3090,2803,26131,21994,2636,2546,44853,33412,-,27.9,22.1,78.0,6.0,71.0,동남동,6.5,1002.9,x
2019-07-12,1636,1756,3176,2829,25740,21962,2673,2542,44853,33439,-,28.5,18.8,77.0,0.0,56.0,북서,6.1,1006.0,x
2019-07-15,1622,1760,3181,2970,25740,21591,2650,2517,44287,33692,-,26.8,20.8,77.0,0.0,70.0,남동,13.0,1008.5,x
2019-07-16,1607,1759,3209,2953,25740,21607,2641,2505,45340,33669,-,27.8,20.3,77.0,0.0,64.0,남동,9.4,1011.6,o
2019-07-17,1599,1771,3146,2986,25730,21587,2618,2507,45183,33776,-,28.9,19.2,78.0,0.0,56.0,남동,12.2,1012.7,o
2019-07-18,1615,1801,3205,3249,25820,21672,2684,2526,45183,33710,-,23.0,21.6,73.0,45.5,92.0,남동,8.6,1010.9,o
2019-07-19,1615,1814,3214,3373,25421,21719,2660,2548,45287,33997,-,23.8,23.1,74.0,41.5,96.0,북북서,2.9,1008.2,o
2019-07-22,1622,1865,3209,3648,25421,21708,2679,2628,45628,33803,-,32.5,25.3,84.0,0.0,66.0,남남서,8.6,1006.3,x
2019-07-23,1630,1860,3238,3594,25743,21567,2672,2633,45891,33860,-,32.3,25.1,84.0,0.0,66.0,서남서,10.4,1005.5,x
2019-07-24,1624,1883,3216,3678,25273,21575,2672,2636,45891,33821,-,30.7,23.1,81.0,0.0,64.0,서남서,12.6,1005.8,x
2019-07-25,1562,1898,3275,3873,25157,21562,2698,2638,45879,33573,-,27.3,24.9,79.0,0.2,87.0,남남서,8.6,1007.3,x
2019-07-26,1634,1903,3261,3914,25227,21551,2688,2638,45879,33516,-,26.2,25.3,79.0,0.5,95.0,남,6.8,1006.7,x
2019-07-29,1599,1899,3313,3941,25314,21584,2680,2617,45879,33233,-,31.9,24.7,84.0,1.0,66.0,남서,12.2,1011.0,x
2019-07-30,1576,1908,3334,3977,25314,21578,2703,2617,45930,33249,-,32.0,24.3,83.0,0.0,64.0,서남서,16.6,1009.9,x
2019-07-31,1572,1899,3338,3842,25270,21575,2715,2632,46037,33326,-,32.9,24.3,84.0,0.0,61.0,남서,14.0,1011.4,x
2019-08-01,1531,2311,3312,3843,25501,21746,2656,2648,45929,32790,-,32.6,24.8,84.0,0.0,64.0,남남동,16.6,1012.0,x
2019-08-02,1533,2352,3293,3814,25259,21701,2714,2659,45929,32804,-,34.5,26.1,87.0,0.0,62.0,남,11.2,1010.8,x
2019-08-05,1547,2194,3296,4064,25259,21880,2720,2675,45887,32742,-,35.1,25.2,86.0,0.0,57.0,남남동,10.1,1009.0,o
2019-08-06,1526,2215,3301,4219,25259,21881,2720,2670,45887,32840,-,28.3,22.9,79.0,0.0,73.0,북북서,8.6,1004.6,o
2019-08-07,1542,2224,3287,4157,25109,22055,2752,2676,45895,32947,-,31.2,25.5,84.0,0.5,72.0,남남동,18.7,1007.3,o
2019-08-08,1570,2280,3391,4151,25109,22049,2958,2694,45650,32924,-,34.4,25.2,86.0,0.0,59.0,남,11.9,1008.4,o
2019-08-09,1575,2158,3415,4198,25456,22220,2926,2728,45581,32943,-,33.7,24.8,85.0,0.0,60.0,남남동,11.5,1007.5,o
2019-08-12,1567,2272,3417,4305,25615,22168,3030,2803,45713,32694,-,32.4,25.4,84.0,0.0,67.0,남남동,14.0,1002.9,o
2019-08-13,1571,2145,3444,4200,25781,21916,3018,2820,46142,32711,-,33.2,23.8,84.0,0.0,58.0,북북동,6.8,1001.7,o
2019-08-14,1565,2113,3440,4177,26364,21897,3024,2832,46134,32366,-,32.4,23.9,83.0,0.0,61.0,서북서,7.2,998.2,o
2019-08-16,1556,2108,3396,4276,26037,22188,3020,2846,45850,32752,-,29.9,23.0,81.0,0.0,67.0,서북서,8.3,996.1,o
2019-08-19,1546,2077,3432,4262,26037,22581,3017,2885,45814,33169,-,30.7,23.6,82.0,0.0,66.0,남,13.3,1009.0,x
2019-08-20,1542,2094,3486,4351,26009,22568,3019,2894,44763,33110,-,29.6,21.0,79.0,0.0,60.0,동북동,5.4,1009.9,x
2019-08-21,1553,2091,3429,4373,26009,23419,2990,2911,43486,32624,-,29.8,24.6,82.0,0.3,74.0,남서,5.0,1009.4,x
2019-09-03,1619,2262,3919,5380,25700,21033,2895,3314,38310,29418,-,26.1,23.1,77.0,6.5,84.0,서북서,4.7,1015.6,o
2019-10-31,2920,1824,5141,2784,19388,19643,3036,2908,32012,28993,-,21.0,5.7,21.0,0.0,37.0,북서,12.6,1019.6,x
2019-11-01,2838,1577,5027,2524,19522,19782,3036,2877,31704,28992,-,23.0,7.9,23.0,0.0,38.0,서북서,15.8,1019.8,x
2019-11-04,2737,1530,5037,2496,18828,19186,3036,2839,31338,28836,-,18.2,8.4,18.2,0.0,53.0,남남서,2.9,1021.8,x
2019-11-05,2726,1590,4841,2505,19195,19271,3038,2827,31338,28887,맑음,19.9,6.2,19.9,0.0,41.0,서북서,13.3,1017.8,x
2019-11-06,2728,1587,4746,2484,19155,19398,3030,2818,31338,28965,-,17.8,3.2,17.8,0.0,38.0,남서,8.6,1015.2,x
2019-11-07,2736,1569,4739,2454,18885,18915,3072,2829,31525,28970,-,18.6,5.4,18.5,0.0,42.0,서북서,15.1,1015.3,x
2019-11-08,2680,1574,4399,2460,18931,18964,3066,2846,31622,28992,-,18.0,4.1,18.0,0.0,40.0,북서,12.6,1017.9,x
2019-11-11,2620,1623,4299,2604,19470,19027,3070,2921,31383,28952,-,19.0,6.7,18.7,0.0,45.0,서북서,20.5,1009.9,x
2019-11-12,2558,1609,4200,2605,19369,18554,3070,2925,30985,29081,-,19.0,3.5,19.0,0.0,36.0,남서,6.1,1020.5,x
2019-11-13,2562,1585,4275,2533,18818,18638,3070,2946,30836,29133,-,15.4,4.7,14.8,0.0,49.0,서북서,12.2,1016.1,x
2019-11-14,2555,1555,4262,2397,18517,18575,2951,2961,30722,29175,-,9.7,-9.9,6.9,0.0,24.0,북서,20.5,1023.0,x
2019-11-15,2535,1547,4345,2334,18622,18582,2856,2965,30574,29214,-,17.1,1.0,17.1,0.0,34.0,남남동,4.3,1019.4,x
2019-11-18,2538,1527,4450,2261,18622,18651,2860,2992,30603,29294,-,14.1,5.9,13.8,14.5,58.0,북서,8.3,1015.5,x
2019-11-19,2503,1524,4519,2262,18568,18468,2839,2994,30603,29268,-,8.4,-4.1,6.8,0.0,41.0,북북서,9.7,1023.4,x
2019-11-20,2511,1523,4645,2270,18643,18612,2841,2995,30603,29313,-,10.7,-6.6,8.8,0.0,29.0,북서,14.4,1029.0,x
2019-11-21,2508,1523,4605,2291,18843,18600,2994,2999,30197,29481,-,15.1,-1.5,14.7,0.0,32.0,서,10.1,1030.0,x
2019-11-22,2556,1524,4600,2340,18843,18885,2992,3001,30197,29442,-,18.6,6.7,18.6,0.0,46.0,동,6.5,1026.4,x
2019-11-25,2533,1527,4655,2456,18843,19040,3022,3040,30197,29500,-,14.4,6.2,14.1,0.0,58.0,서북서,8.6,1025.7,x
2019-11-26,2533,1529,4691,2454,18334,19032,3026,3056,30141,29449,-,,,,,,-,,,x
2019-11-27,2522,1525,4756,2432,18334,19024,3014,3067,30697,29421,-,,,,,,-,,,x
2019-11-28,2504,1521,4680,2376,17865,19008,3007,3066,31129,29593,-,,,,,,-,,,x
2019-11-29,2504,1517,4594,2350,17665,19420,3019,3062,31129,29758,-,,,,,,-,,,x
2019-12-02,2526,1522,4625,2395,17693,19310,2981,3085,30775,29787,-,,,,,,-,,,x
2019-12-03,2546,1527,4553,2431,17710,19004,2992,3105,30775,29689,-,,,,,,-,,,x
2019-12-04,2554,1531,4569,2421,17582,18967,3026,3120,31124,29552,-,,,,,,-,,,x
2019-12-05,2556,1533,4552,2433,17540,19050,2998,3138,31307,29546,-,,,,,,-,,,x
2019-12-09,2583,1575,4651,2341,17486,18899,2994,3211,31099,29525,-,12.1,-4.1,11.2,0.0,32.0,북서,9.4,1023.5,x
2019-12-10,2678,1589,4617,2388,17486,18928,2982,3222,31099,29861,-,16.5,5.1,16.5,0.0,47.0,서북서,7.9,1020.1,x
2019-12-11,2764,1680,4650,2394,17486,18962,2982,3223,31099,29951,-,17.6,5.8,17.4,0.0,46.0,서남서,13.7,1014.2,x
2019-12-12,2866,1714,4693,2406,17743,19029,2869,3230,31533,30042,-,8.4,-11.5,6.8,0.0,23.0,북서,9.4,1027.4,x
2019-12-13,2911,1750,4680,2352,17783,19093,2866,3233,31402,30117,-,9.6,-6.7,8.5,0.0,31.0,서북서,8.3,1027.2,x
2019-12-16,2972,2042,4656,2404,17753,19227,2856,3224,31489,30159,-,16.1,4.7,16.1,0.0,47.0,남남서,7.6,1023.0,x
2019-12-17,2992,1861,4632,2437,17753,19154,2853,3209,31489,30192,-,14.8,8.9,14.8,0.0,68.0,서,5.8,1012.7,x
2019-12-18,3021,1856,4616,2438,17753,19069,2840,3210,31367,30268,-,13.8,-3.0,12.7,0.0,31.0,서북서,14.4,1019.9,x
2019-12-19,3055,1854,4592,2418,17845,19009,2800,3202,31413,30265,-,11.2,-11.6,9.3,0.0,19.0,북서,15.8,1020.7,x
2019-12-20,3049,1817,4616,2401,17845,18922,2798,3208,31587,30330,-,9.0,-4.5,7.2,0.0,38.0,북서,11.5,1027.4,x
2019-12-23,3082,1609,4589,2829,17984,18996,2790,3196,31553,30385,-,12.0,-0.2,10.7,0.0,43.0,북서,12.2,1019.8,x
2019-12-24,3073,1618,4575,2924,18135,19021,2791,3186,31553,30351,-,10.9,-0.5,9.2,0.0,45.0,서북서,13.3,1025.4,x
2019-12-26,3068,1596,4495,2924,18293,19055,2792,3175,31387,30316,-,6.1,0.6,3.0,0.0,68.0,북서,15.8,1012.9,x
2019-12-27,3022,1582,4474,2947,18293,19115,2766,3166,31656,30285,-,8.1,-12.3,5.4,0.0,22.0,북서,16.2,1022.1,x
2019-12-30,2987,1480,4502,3076,18328,19290,2774,3149,31572,30292,-,13.3,7.5,12.5,1.0,68.0,북서,10.4,1019.7,x
2019-12-31,3023,1473,4547,3105,18328,19119,2792,3158,31572,30320,-,2.5,-18.2,-1.9,0.0,20.0,서북서,18.7,1031.1,x
