,날짜,현재기온,이슬점온도,체감온도,습도,풍속,해면기압
0,2012-04-07 14:00:00,13.8,-10.8,57.0,17,13.0,1022.0
1,2012-04-06 14:00:00,15.4,-11.1,59.0,15,39.6,1013.6
2,2012-04-05 14:00:00,16.7,-0.5,61.0,31,19.4,1009.0
3,2012-04-04 14:00:00,14.6,-0.3,58.0,36,20.2,1011.9
4,2012-04-03 14:00:00,10.0,-2.3,53.0,42,44.6,1000.2
5,2012-04-02 14:00:00,15.9,4.8,60.0,48,23.0,1019.0
6,2012-04-01 14:00:00,12.8,-12.4,56.0,16,10.8,1022.2
7,2012-03-31 14:00:00,14.1,-11.4,12.4,16,22.0,1014.7
8,2012-03-30 14:00:00,17.2,13.9,17.1,81,11.2,1013.5
9,2012-03-29 14:00:00,18.2,4.7,17.9,41,16.6,1023.5
10,2012-03-28 14:00:00,20.4,-4.0,20.4,19,13.0,1023.9
11,2012-03-27 14:00:00,17.1,-7.4,16.3,18,20.2,1022.6
12,2012-03-26 14:00:00,12.2,-11.4,11.1,18,10.8,1022.6
13,2012-03-25 14:00:00,9.9,-12.0,7.2,20,20.9,1016.9
14,2012-03-24 14:00:00,11.4,-8.4,8.9,24,23.0,1009.8
15,2012-03-23 14:00:00,9.3,7.7,7.9,90,9.4,1005.5
16,2012-03-22 14:00:00,8.0,1.8,6.8,65,7.6,1022.0
17,2012-03-21 14:00:00,14.8,-14.4,14.7,12,7.9,1022.1
18,2012-03-20 14:00:00,12.1,-17.5,10.7,11,13.7,1017.3
19,2012-03-19 14:00:00,12.6,-1.3,12.2,38,7.2,1018.8
20,2012-03-18 14:00:00,16.1,7.0,15.8,55,11.2,1010.8
21,2012-03-17 14:00:00,15.7,8.6,15.0,63,14.4,1009.8
22,2012-03-16 14:00:00,9.1,5.6,8.5,79,5.8,1018.8
23,2012-03-15 14:00:00,13.5,-7.2,11.9,23,18.7,1027.2
24,2012-03-14 14:00:00,12.6,-7.4,10.8,24,18.0,1024.4
25,2012-03-13 14:00:00,8.9,-12.9,6.8,20,13.0,1025.6
26,2012-03-12 14:00:00,7.5,-19.2,5.5,13,10.8,1024.8
27,2012-03-11 14:00:00,7.0,-17.9,4.1,15,16.2,1018.4
28,2012-03-10 14:00:00,11.2,-0.9,10.4,43,7.9,1018.3
29,2012-03-09 14:00:00,13.3,-4.3,13.0,29,7.2,1017.2
30,2012-03-08 14:00:00,11.9,-1.9,10.9,38,10.1,1018.8
31,2012-03-07 14:00:00,11.2,-4.1,11.2,34,4.7,1017.2
32,2012-03-06 14:00:00,11.0,5.9,9.4,71,13.3,1010.5
33,2012-03-05 14:00:00,8.5,5.5,8.5,82,3.6,1012.8
34,2012-03-04 14:00:00,9.1,2.8,9.1,65,4.7,1022.3
35,2012-03-03 14:00:00,11.5,1.6,11.0,51,6.8,1025.1
36,2012-03-02 14:00:00,9.8,3.3,9.8,64,3.6,1016.6
37,2012-03-01 14:00:00,13.9,1.1,13.2,42,10.4,1018.1
38,2012-02-29 14:00:00,11.0,1.7,9.3,53,13.7,1021.8
39,2012-02-28 14:00:00,6.3,-0.9,5.1,60,6.5,1023.4
40,2012-02-27 14:00:00,9.8,-13.4,9.0,18,6.8,1023.5
41,2012-02-26 14:00:00,6.6,-6.7,4.2,38,11.9,1019.4
42,2012-02-25 14:00:00,8.8,-7.0,6.2,32,16.6,1014.7
43,2012-02-24 14:00:00,8.4,-1.7,7.6,49,6.1,1017.8
44,2012-02-23 14:00:00,15.1,-2.8,14.5,29,11.5,1010.7
45,2012-02-22 14:00:00,8.4,3.2,7.6,70,6.1,1017.2
46,2012-02-21 14:00:00,7.8,-12.0,7.8,23,4.7,1022.6
47,2012-02-20 14:00:00,7.7,-20.0,5.8,12,10.4,1025.6
48,2012-02-19 14:00:00,4.0,-17.6,0.9,19,13.0,1025.6
49,2012-02-18 14:00:00,1.6,-19.0,-2.6,20,15.8,1024.2
50,2012-02-17 14:00:00,3.5,-16.8,-0.3,21,16.6,1020.4
51,2012-02-16 14:00:00,7.1,-21.4,4.7,11,12.6,1020.4
52,2012-02-15 14:00:00,10.9,-4.3,10.5,34,6.1,1019.0
53,2012-02-14 14:00:00,6.4,4.5,6.4,88,4.3,1018.8
54,2012-02-13 14:00:00,3.8,1.3,1.7,84,7.9,1023.2
55,2012-02-12 14:00:00,8.8,-16.4,7.4,15,9.0,1029.5
56,2012-02-11 14:00:00,5.7,-23.6,2.0,10,19.4,1027.0
57,2012-02-10 14:00:00,5.6,-12.4,2.6,26,14.4,1024.7
58,2012-02-09 14:00:00,2.6,-16.5,-1.0,23,14.0,1025.9
59,2012-02-08 14:00:00,0.9,-19.0,-2.6,21,11.5,1020.1
60,2012-02-07 14:00:00,4.7,-18.3,1.2,17,16.2,1013.2
61,2012-02-06 14:00:00,6.9,-4.2,5.9,45,6.1,1015.2
62,2012-02-05 14:00:00,6.8,-11.9,4.0,25,14.8,1023.2
63,2012-02-04 14:00:00,6.8,-9.1,4.1,31,14.0,1025.4
64,2012-02-03 14:00:00,2.7,-15.4,-0.2,25,10.4,1023.8
65,2012-02-02 14:00:00,-3.6,-25.8,-8.7,16,14.4,1027.3
66,2012-02-01 14:00:00,1.2,-21.2,-3.6,17,19.4,1020.5
67,2012-01-31 14:00:00,6.1,-15.2,4.3,20,8.6,1022.4
68,2012-01-30 14:00:00,4.8,-28.2,1.4,7,15.5,1026.0
69,2012-01-29 14:00:00,7.8,-18.1,5.1,14,15.8,1025.7
70,2012-01-28 14:00:00,7.4,-19.3,4.4,13,17.6,1025.2
71,2012-01-27 14:00:00,8.5,-8.5,6.5,29,12.2,1023.5
72,2012-01-26 14:00:00,3.6,-14.6,1.1,25,9.7,1025.8
73,2012-01-25 14:00:00,-0.2,-21.7,-5.7,18,21.6,1021.5
74,2012-01-24 14:00:00,0.0,-15.5,-3.9,30,12.6,1023.2
75,2012-01-23 14:00:00,-0.9,-21.6,-6.6,19,21.6,1022.8
76,2012-01-22 14:00:00,6.7,-21.7,3.7,11,16.2,1017.6
77,2012-01-21 14:00:00,11.0,0.9,10.3,50,7.6,1018.1
78,2012-01-20 14:00:00,9.7,2.0,9.7,59,4.3,1020.3
79,2012-01-19 14:00:00,8.7,6.1,7.1,84,10.1,1017.6
80,2012-01-18 14:00:00,8.7,5.6,8.3,81,5.0,1019.6
81,2012-01-17 14:00:00,10.7,3.0,10.7,59,4.0,1019.7
82,2012-01-16 14:00:00,4.3,1.8,1.7,84,10.4,1017.0
83,2012-01-15 14:00:00,5.6,-11.5,3.7,28,8.6,1019.6
84,2012-01-14 14:00:00,7.0,-20.5,4.3,12,14.4,1022.1
85,2012-01-13 14:00:00,6.4,-6.9,3.7,38,13.3,1023.1
86,2012-01-12 14:00:00,2.5,-15.1,-1.4,26,15.5,1026.9
87,2012-01-11 14:00:00,3.5,-18.6,-0.2,18,15.8,1027.3
88,2012-01-10 14:00:00,7.1,-10.6,4.3,27,15.5,1024.3
89,2012-01-09 14:00:00,6.7,-9.2,4.3,31,12.2,1028.5
90,2012-01-08 14:00:00,8.6,-11.4,6.4,23,13.3,1028.2
91,2012-01-07 14:00:00,6.4,-9.9,4.0,30,11.9,1032.8
92,2012-01-06 14:00:00,5.1,-9.5,1.6,34,16.9,1028.0
93,2012-01-05 14:00:00,3.2,-14.9,0.2,25,11.5,1027.0
94,2012-01-04 14:00:00,1.3,-16.1,-3.6,26,20.2,1022.3
95,2012-01-03 14:00:00,2.9,-9.7,-0.7,39,14.0,1019.5
96,2012-01-02 14:00:00,5.4,-10.0,2.5,32,13.3,1023.4
97,2012-01-01 14:00:00,6.8,-4.6,4.7,44,10.4,1020.4
98,2011-12-31 14:00:00,7.2,-14.3,5.3,20,10.1,1024.5
99,2011-12-30 14:00:00,6.9,-5.1,4.5,42,12.6,1027.9
100,2011-12-29 14:00:00,9.0,-5.6,7.2,35,11.2,1025.3
101,2011-12-28 14:00:00,6.6,-10.6,3.9,28,13.7,1028.0
102,2011-12-27 14:00:00,4.7,-20.6,1.7,14,13.0,1032.3
103,2011-12-26 14:00:00,1.4,-22.4,-3.5,15,20.2,1031.4
104,2011-12-25 14:00:00,1.6,-20.8,-3.2,17,19.8,1027.5
105,2011-12-24 14:00:00,4.3,-18.0,0.8,18,15.5,1020.0
106,2011-12-23 14:00:00,2.3,-26.3,-2.1,10,18.0,1023.1
107,2011-12-22 14:00:00,5.2,-17.2,1.6,18,17.6,1021.2
108,2011-12-21 14:00:00,9.1,-4.4,8.4,38,6.1,1023.1
109,2011-12-20 14:00:00,6.7,-14.7,3.8,20,15.5,1027.0
110,2011-12-19 14:00:00,6.6,-11.5,3.2,26,19.1,1027.3
111,2011-12-18 14:00:00,6.2,-6.4,4.1,40,10.1,1027.3
112,2011-12-17 14:00:00,2.8,-14.3,-0.7,27,13.3,1029.2
113,2011-12-16 14:00:00,1.8,-18.2,-2.3,21,15.5,1026.6
114,2011-12-15 14:00:00,6.2,-15.1,3.4,20,14.0,1023.4
115,2011-12-14 14:00:00,13.5,-4.6,12.6,28,11.5,1021.7
116,2011-12-13 14:00:00,12.7,-4.0,11.6,31,12.2,1025.5
117,2011-12-12 14:00:00,11.2,-0.6,10.0,44,10.4,1025.1
118,2011-12-11 14:00:00,10.2,-3.1,8.3,39,13.7,1025.5
119,2011-12-10 14:00:00,5.9,-7.3,2.8,38,15.5,1024.0
120,2011-12-09 14:00:00,6.8,-9.1,4.5,31,11.9,1024.0
121,2011-12-08 14:00:00,12.3,-3.9,11.2,32,11.5,1017.8
122,2011-12-07 14:00:00,11.9,-2.3,10.8,37,10.4,1024.1
123,2011-12-06 14:00:00,8.8,2.7,7.8,66,7.2,1026.9
124,2011-12-05 14:00:00,11.9,-7.0,10.6,26,11.9,1029.5
125,2011-12-04 14:00:00,12.5,-0.7,11.3,40,12.6,1023.6
126,2011-12-03 14:00:00,12.3,5.2,10.9,62,13.7,1013.2
127,2011-12-02 14:00:00,12.6,4.7,12.6,59,4.0,1017.6
128,2011-12-01 14:00:00,9.9,1.5,8.8,56,8.3,1023.3
129,2011-11-30 14:00:00,12.2,8.8,11.4,80,9.4,1019.4
130,2011-11-29 14:00:00,18.4,13.0,18.4,71,13.7,1021.2
131,2011-11-28 14:00:00,18.9,12.8,18.9,68,8.3,1020.6
132,2011-11-27 14:00:00,19.9,9.7,19.9,52,6.5,1022.5
133,2011-11-26 14:00:00,14.9,-1.2,14.8,33,7.6,1027.2
134,2011-11-25 14:00:00,11.0,-2.7,9.1,38,15.1,1029.0
135,2011-11-24 14:00:00,9.6,-11.1,7.5,22,14.8,1026.2
136,2011-11-23 14:00:00,14.2,1.4,12.9,42,17.6,1015.4
137,2011-11-22 14:00:00,12.1,-3.3,11.2,34,9.7,1027.0
138,2011-11-21 14:00:00,10.0,-7.2,7.9,29,15.1,1030.1
139,2011-11-20 14:00:00,10.1,-16.2,7.7,14,17.6,1023.7
140,2011-11-19 14:00:00,20.8,17.4,20.8,81,7.6,1004.7
141,2011-11-18 14:00:00,18.7,17.0,18.7,90,7.2,1013.5
142,2011-11-17 14:00:00,15.1,5.5,14.6,53,10.8,1027.6
143,2011-11-16 14:00:00,17.0,-4.3,17.0,23,9.4,1028.9
144,2011-11-15 14:00:00,15.4,-10.3,14.4,16,16.6,1028.7
145,2011-11-14 14:00:00,15.9,-3.1,15.2,27,14.4,1021.6
146,2011-11-13 14:00:00,19.4,5.0,19.4,39,9.0,1017.6
147,2011-11-12 14:00:00,18.8,7.5,18.8,48,11.2,1016.3
148,2011-11-11 14:00:00,16.7,10.0,16.6,65,10.1,1014.4
149,2011-11-10 14:00:00,17.0,5.6,17.0,47,2.5,1018.3
150,2011-11-09 14:00:00,18.0,10.1,18.0,60,3.6,1019.8
151,2011-11-08 14:00:00,16.1,10.4,16.1,69,3.2,1019.8
152,2011-11-07 14:00:00,21.2,12.5,21.2,58,1.8,1018.6
153,2011-11-06 14:00:00,18.3,16.2,18.3,88,5.8,1018.5
154,2011-11-05 14:00:00,24.9,18.1,24.9,66,10.4,1017.0
155,2011-11-04 14:00:00,24.4,15.0,24.4,56,13.0,1024.2
156,2011-11-03 14:00:00,25.3,15.6,25.3,55,6.8,1024.5
157,2011-11-02 14:00:00,21.8,13.9,21.8,61,10.4,1024.2
158,2011-11-01 14:00:00,23.7,11.3,23.7,46,15.8,1024.3
159,2011-10-31 14:00:00,22.4,5.7,22.4,34,11.5,1025.0
160,2011-10-30 14:00:00,17.6,14.6,17.6,83,7.6,1019.0
161,2011-10-29 14:00:00,19.7,12.9,19.7,65,6.8,1019.0
162,2011-10-28 14:00:00,21.3,9.5,21.3,47,11.5,1023.0
163,2011-10-27 14:00:00,21.0,7.9,21.0,43,13.7,1025.3
164,2011-10-26 14:00:00,17.5,7.2,17.5,51,4.0,1023.9
165,2011-10-25 14:00:00,15.5,-6.1,14.6,22,16.6,1021.4
166,2011-10-24 14:00:00,17.3,13.0,17.3,76,1.4,1015.5
167,2011-10-23 14:00:00,20.6,12.2,20.6,59,6.1,1017.4
168,2011-10-22 14:00:00,16.4,14.0,16.0,86,12.2,1011.6
169,2011-10-21 14:00:00,20.7,16.5,20.7,77,4.7,1017.4
170,2011-10-20 14:00:00,24.8,12.7,24.8,47,6.5,1022.1
171,2011-10-19 14:00:00,22.1,10.2,22.1,47,5.0,1024.2
172,2011-10-18 14:00:00,21.6,5.4,21.6,35,4.3,1023.6
173,2011-10-17 14:00:00,21.1,2.8,21.1,30,14.0,1017.4
174,2011-10-16 14:00:00,22.5,5.4,22.5,33,26.3,1010.6
175,2011-10-15 14:00:00,23.0,13.4,23.0,55,6.1,1009.1
176,2011-10-14 14:00:00,16.9,14.8,16.9,88,7.6,1010.4
177,2011-10-13 14:00:00,27.4,10.5,27.4,35,3.2,1014.0
178,2011-10-12 14:00:00,25.1,13.3,25.1,48,13.7,1016.4
179,2011-10-11 14:00:00,26.9,10.9,26.9,37,7.2,1017.6
180,2011-10-10 14:00:00,27.8,7.0,27.8,27,7.9,1019.5
181,2011-10-09 14:00:00,25.4,11.1,25.4,41,5.0,1021.7
182,2011-10-08 14:00:00,24.9,9.1,24.9,37,6.5,1022.2
183,2011-10-07 14:00:00,24.8,6.9,24.8,32,5.4,1018.8
184,2011-10-06 14:00:00,24.6,8.5,24.6,36,13.7,1012.7
185,2011-10-05 14:00:00,23.5,10.5,23.5,44,6.8,1014.2
186,2011-10-04 14:00:00,23.5,7.5,23.5,36,11.9,1021.0
187,2011-10-03 14:00:00,22.3,6.0,22.3,35,5.8,1023.3
188,2011-10-02 14:00:00,21.3,-1.9,21.3,21,14.0,1021.7
189,2011-10-01 14:00:00,23.3,9.6,23.3,42,9.0,1019.0
190,2011-09-30 14:00:00,24.5,5.2,69.0,29,17.3,1014.2
191,2011-09-29 14:00:00,21.3,19.7,70.0,91,4.3,1011.3
192,2011-09-28 14:00:00,25.7,15.6,73.0,54,5.4,1018.1
193,2011-09-27 14:00:00,28.7,15.2,76.0,44,10.4,1017.9
194,2011-09-26 14:00:00,27.4,9.2,73.0,32,12.6,1019.0
195,2011-09-25 14:00:00,26.8,13.1,73.0,43,8.3,1021.0
196,2011-09-24 14:00:00,24.7,12.2,71.0,46,15.1,1019.7
197,2011-09-23 14:00:00,27.3,9.6,73.0,33,9.4,1014.2
198,2011-09-22 14:00:00,25.1,4.7,69.0,27,11.2,1011.3
199,2011-09-21 14:00:00,24.9,9.9,71.0,39,4.7,1006.3
200,2011-09-20 14:00:00,20.7,13.3,67.0,63,10.1,1010.6
201,2011-09-19 14:00:00,22.5,11.5,69.0,50,9.4,1015.1
202,2011-09-18 14:00:00,25.7,18.6,74.0,65,8.3,1009.3
203,2011-09-17 14:00:00,29.6,22.3,80.0,65,5.4,1007.1
204,2011-09-16 14:00:00,32.1,22.7,82.0,58,15.1,1007.1
205,2011-09-15 14:00:00,33.8,22.5,84.0,52,10.4,1011.1
206,2011-09-14 14:00:00,32.7,20.9,82.0,50,12.6,1012.6
207,2011-09-13 14:00:00,31.2,23.0,82.0,62,13.3,1013.9
208,2011-09-12 14:00:00,30.1,24.7,82.0,73,15.8,1015.3
209,2011-09-11 14:00:00,26.5,23.3,78.0,83,4.3,1017.3
210,2011-09-10 14:00:00,22.0,18.7,70.0,82,7.2,1019.8
211,2011-09-09 14:00:00,28.3,20.3,78.0,62,5.8,1015.5
212,2011-09-08 14:00:00,28.5,19.4,77.0,58,14.0,1011.0
213,2011-09-07 14:00:00,30.2,17.9,78.0,48,12.2,1006.3
214,2011-09-06 14:00:00,28.4,20.4,78.0,62,13.0,1005.0
215,2011-09-05 14:00:00,28.5,16.7,76.0,49,6.8,1004.8
216,2011-09-04 14:00:00,27.4,20.4,77.0,66,4.0,1005.1
217,2011-09-03 14:00:00,28.3,20.0,78.0,61,8.3,1003.7
218,2011-09-02 14:00:00,26.7,22.9,78.0,80,8.3,1002.0
219,2011-09-01 14:00:00,33.0,23.0,83.0,56,16.9,1003.0
220,2011-08-31 14:00:00,33.5,17.2,81.0,38,8.3,1005.3
221,2011-08-30 14:00:00,31.0,23.3,82.0,64,7.6,1008.7
222,2011-08-29 14:00:00,32.9,24.0,84.0,60,8.6,1012.0
223,2011-08-28 14:00:00,30.1,22.7,81.0,65,4.3,1013.6
224,2011-08-27 14:00:00,30.5,22.1,81.0,61,6.1,1015.2
225,2011-08-26 14:00:00,29.0,22.2,79.0,67,7.9,1015.8
226,2011-08-25 14:00:00,28.1,21.1,78.0,66,4.0,1014.1
227,2011-08-24 14:00:00,27.2,21.0,77.0,69,3.6,1011.8
228,2011-08-23 14:00:00,24.1,21.4,74.0,85,2.9,1009.3
229,2011-08-22 14:00:00,24.5,22.1,75.0,87,5.0,1010.9
230,2011-08-21 14:00:00,28.3,20.0,78.0,61,4.7,1010.0
231,2011-08-20 14:00:00,23.4,20.9,73.0,86,5.4,1012.3
232,2011-08-19 14:00:00,24.7,21.4,75.0,82,0.4,1012.1
233,2011-08-18 14:00:00,28.8,24.7,81.0,79,15.1,1005.8
234,2011-08-17 14:00:00,30.7,25.2,83.0,73,7.9,1004.3
235,2011-08-16 14:00:00,29.9,24.9,82.0,75,13.3,1005.8
236,2011-08-15 14:00:00,31.9,25.0,84.0,67,8.6,1006.4
237,2011-08-14 14:00:00,27.7,23.9,79.0,80,16.6,1008.0
238,2011-08-13 14:00:00,31.3,22.5,82.0,60,11.9,1007.7
239,2011-08-12 14:00:00,32.4,24.4,84.0,63,15.8,1006.7
240,2011-08-11 14:00:00,32.5,23.1,83.0,58,11.2,1007.5
241,2011-08-10 14:00:00,32.3,25.3,84.0,67,8.3,1010.2
242,2011-08-09 14:00:00,30.8,24.6,83.0,70,17.6,1010.2
243,2011-08-08 14:00:00,29.4,23.3,80.0,70,10.4,1008.6
244,2011-08-07 14:00:00,30.1,23.5,81.0,68,20.9,1007.7
245,2011-08-06 14:00:00,32.4,24.1,84.0,62,17.6,1008.2
246,2011-08-05 14:00:00,33.1,23.4,84.0,57,11.5,1007.2
247,2011-08-04 14:00:00,33.4,24.0,84.0,58,13.3,1007.8
248,2011-08-03 14:00:00,33.0,25.2,85.0,64,15.8,1008.4
249,2011-08-02 14:00:00,28.9,26.1,82.0,85,2.2,1009.9
250,2011-08-01 14:00:00,28.7,24.6,81.0,79,11.5,1007.8
251,2011-07-31 14:00:00,30.7,24.3,82.0,69,10.1,1006.2
252,2011-07-30 14:00:00,32.0,24.0,83.0,63,8.6,1005.5
253,2011-07-29 14:00:00,32.5,24.5,84.0,63,14.0,1007.8
254,2011-07-28 14:00:00,31.7,25.0,84.0,68,15.8,1012.1
255,2011-07-27 14:00:00,26.0,24.2,78.0,90,5.4,1013.5
256,2011-07-26 14:00:00,29.2,24.3,81.0,75,15.8,1012.8
257,2011-07-25 14:00:00,30.1,20.9,80.0,58,11.2,1011.5
258,2011-07-24 14:00:00,26.8,21.9,77.0,75,4.7,1009.8
259,2011-07-23 14:00:00,29.2,21.4,79.0,63,15.8,1008.0
260,2011-07-22 14:00:00,26.7,18.8,75.0,62,10.1,1008.2
261,2011-07-21 14:00:00,28.7,18.4,77.0,54,15.8,1006.4
262,2011-07-20 14:00:00,33.8,19.8,82.0,44,7.9,1000.1
263,2011-07-19 14:00:00,32.9,21.0,82.0,50,8.6,993.6
264,2011-07-18 14:00:00,32.8,22.5,83.0,55,7.2,1002.9
265,2011-07-17 14:00:00,33.3,23.6,84.0,57,13.3,1006.6
266,2011-07-16 14:00:00,31.9,25.0,84.0,67,15.5,1009.5
267,2011-07-15 14:00:00,29.0,25.4,81.0,81,11.2,1011.9
268,2011-07-14 14:00:00,29.6,24.0,81.0,72,20.2,1011.8
269,2011-07-13 14:00:00,27.3,24.9,79.0,87,10.1,1011.5
270,2011-07-12 14:00:00,31.0,24.6,83.0,69,12.6,1012.9
271,2011-07-11 14:00:00,31.5,23.0,82.0,61,12.6,1012.7
272,2011-07-10 14:00:00,29.0,24.9,81.0,79,17.3,1012.4
273,2011-07-09 14:00:00,26.7,24.1,78.0,86,11.9,1010.8
274,2011-07-08 14:00:00,27.7,25.1,80.0,86,14.0,1007.3
275,2011-07-07 14:00:00,27.0,23.8,78.0,83,8.6,1002.4
276,2011-07-06 14:00:00,22.3,19.2,71.0,83,7.2,1001.7
277,2011-07-05 14:00:00,31.2,18.1,79.0,46,2.5,1003.0
278,2011-07-04 14:00:00,32.4,21.8,82.0,54,15.1,999.6
279,2011-07-03 14:00:00,26.2,24.0,78.0,88,12.2,1001.0
280,2011-07-02 14:00:00,32.3,23.5,83.0,60,12.6,1003.3
281,2011-07-01 14:00:00,33.4,22.5,83.0,53,10.4,1005.0
282,2011-06-30 14:00:00,29.1,23.7,80.0,73,15.1,1011.8
283,2011-06-29 14:00:00,29.8,23.9,81.0,71,16.6,1013.2
284,2011-06-28 14:00:00,26.1,22.7,77.0,82,10.1,1011.8
285,2011-06-27 14:00:00,26.8,20.3,76.0,68,14.8,1007.3
286,2011-06-26 14:00:00,23.5,22.2,74.0,93,16.6,1003.3
287,2011-06-25 14:00:00,24.1,20.6,74.0,81,4.7,1011.8
288,2011-06-24 14:00:00,26.7,24.1,78.0,86,12.2,1006.1
289,2011-06-23 14:00:00,27.3,23.3,78.0,79,16.9,1004.6
290,2011-06-22 14:00:00,23.6,22.7,74.0,95,4.7,1008.4
291,2011-06-21 14:00:00,29.2,20.3,79.0,59,20.5,1009.7
292,2011-06-20 14:00:00,25.3,19.1,74.0,69,14.0,1008.3
293,2011-06-19 14:00:00,26.6,14.6,74.0,48,14.4,1008.2
294,2011-06-18 14:00:00,24.5,18.6,73.0,70,13.0,1007.2
295,2011-06-17 14:00:00,27.8,18.4,76.0,57,13.3,1010.1
296,2011-06-16 14:00:00,28.3,16.5,76.0,49,10.4,1007.4
297,2011-06-15 14:00:00,26.0,18.9,75.0,65,10.4,1009.9
298,2011-06-14 14:00:00,24.1,18.5,73.0,71,15.5,1009.9
299,2011-06-13 14:00:00,25.7,20.2,75.0,72,16.2,1004.9
300,2011-06-12 14:00:00,25.7,17.3,74.0,60,8.6,1005.5
301,2011-06-11 14:00:00,26.6,18.1,75.0,60,12.2,1004.4
302,2011-06-10 14:00:00,23.9,20.8,73.0,83,4.7,1004.7
303,2011-06-09 14:00:00,26.6,18.1,75.0,60,14.8,1005.7
304,2011-06-08 14:00:00,28.2,19.9,77.0,61,17.3,1004.2
305,2011-06-07 14:00:00,26.5,17.0,74.0,56,18.7,1002.5
306,2011-06-06 14:00:00,28.0,16.2,76.0,49,15.8,1007.9
307,2011-06-05 14:00:00,28.5,16.0,76.0,47,17.3,1006.3
308,2011-06-04 14:00:00,28.0,17.5,76.0,53,8.6,1008.4
309,2011-06-03 14:00:00,24.7,17.4,73.0,64,19.8,1009.8
310,2011-06-02 14:00:00,24.3,17.2,72.0,65,15.5,1012.7
311,2011-06-01 14:00:00,23.4,16.6,71.0,66,10.1,1010.2
312,2011-05-31 14:00:00,18.8,14.4,65.0,76,7.9,1011.5
313,2011-05-30 14:00:00,22.3,16.3,70.0,69,18.4,1012.7
314,2011-05-29 14:00:00,24.9,13.1,71.0,48,10.1,1009.6
315,2011-05-28 14:00:00,24.5,14.8,72.0,55,4.7,1013.0
316,2011-05-27 14:00:00,18.5,15.7,65.0,84,6.8,1013.0
317,2011-05-26 14:00:00,17.4,13.5,63.0,78,7.9,1015.0
318,2011-05-25 14:00:00,24.2,13.4,71.0,51,20.2,1016.2
319,2011-05-24 14:00:00,25.7,7.2,71.0,31,7.2,1015.1
320,2011-05-23 14:00:00,15.5,12.8,60.0,84,6.8,1017.3
321,2011-05-22 14:00:00,24.0,11.3,70.0,45,7.6,1014.4
322,2011-05-21 14:00:00,26.2,20.7,76.0,72,20.5,1009.5
323,2011-05-20 14:00:00,22.0,20.4,71.0,91,8.6,1012.1
324,2011-05-19 14:00:00,24.1,14.4,71.0,55,20.2,1015.5
325,2011-05-18 14:00:00,23.0,16.7,71.0,68,21.2,1015.5
326,2011-05-17 14:00:00,26.0,1.9,70.0,21,9.7,1011.6
327,2011-05-16 14:00:00,21.6,14.2,68.0,63,14.4,1012.5
328,2011-05-15 14:00:00,25.8,6.4,70.0,29,16.2,1014.6
329,2011-05-14 14:00:00,26.7,-1.2,70.0,16,27.4,1009.2
330,2011-05-13 14:00:00,24.7,0.8,68.0,21,37.4,1003.6
331,2011-05-12 14:00:00,20.9,16.0,68.0,74,6.1,1001.5
332,2011-05-11 14:00:00,17.2,15.3,63.0,89,5.8,1004.6
333,2011-05-10 14:00:00,23.9,21.2,74.0,85,4.0,1005.8
334,2011-05-09 14:00:00,20.6,19.4,69.0,93,7.2,1011.5
335,2011-05-08 14:00:00,24.6,15.2,72.0,56,15.8,1014.0
336,2011-05-07 14:00:00,24.3,17.5,72.0,66,16.9,1008.3
337,2011-05-06 14:00:00,20.0,12.2,66.0,61,5.4,1013.0
338,2011-05-05 14:00:00,22.1,2.7,66.0,28,21.6,1016.6
339,2011-05-04 14:00:00,21.9,2.5,66.0,28,23.8,1015.7
340,2011-05-03 14:00:00,22.7,7.2,68.0,37,17.6,1011.6
341,2011-05-02 14:00:00,22.2,7.5,67.0,39,14.0,1013.3
342,2011-05-01 14:00:00,23.2,2.0,67.0,25,26.3,1003.6
343,2011-04-30 14:00:00,18.7,17.3,65.0,92,8.6,1008.5
344,2011-04-29 14:00:00,19.1,5.5,64.0,41,17.3,1014.5
345,2011-04-28 14:00:00,16.4,3.4,60.0,42,7.6,1009.1
346,2011-04-27 14:00:00,22.3,5.6,67.0,34,10.4,999.7
347,2011-04-26 14:00:00,19.1,15.3,65.0,79,13.7,1004.0
348,2011-04-25 14:00:00,18.9,2.6,63.0,34,15.5,1011.4
349,2011-04-24 14:00:00,17.4,2.1,61.0,36,13.3,1008.8
350,2011-04-23 14:00:00,18.8,-1.1,63.0,26,15.5,1007.8
351,2011-04-22 14:00:00,15.6,13.9,60.0,90,25.6,1007.7
352,2011-04-21 14:00:00,19.8,-1.9,64.0,23,21.2,1018.8
353,2011-04-20 14:00:00,16.3,7.4,61.0,56,21.2,1020.3
354,2011-04-19 14:00:00,16.6,-2.5,60.0,27,11.9,1012.9
355,2011-04-18 14:00:00,16.8,0.4,61.0,33,20.9,1003.5
356,2011-04-17 14:00:00,19.4,-3.5,63.0,21,20.2,1011.6
357,2011-04-16 14:00:00,16.7,4.3,61.0,44,23.4,1014.4
358,2011-04-15 14:00:00,24.2,15.4,72.0,58,14.8,1004.6
359,2011-04-14 14:00:00,21.0,-0.9,65.0,23,15.8,1011.4
360,2011-04-13 14:00:00,22.3,-6.5,65.0,14,14.4,1015.8
361,2011-04-12 14:00:00,19.9,-10.4,63.0,12,10.4,1018.3
362,2011-04-11 14:00:00,17.2,1.1,61.0,34,13.7,1015.0
